;Library;Host;Host_taxid;OTU;NCBI_accession;Habitat;Habitat_labels;Site;Location;Longitude;Latitude;Date;OTU name;Family;NCBI_title;Genome;BLAST_matches
120;PV143;Diplotaxis erucoides;3732;BrYV;;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];;;;;
121;PV144;Fumaria parviflora;1464625;BrYV;;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];;;;;
122;PV146;Malva sylvestris;145754;BrYV;;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];;;;;
123;PV147;Papaver rhoeas;33128;BrYV;;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];;;;;
124;PV150;Anthriscus caucalis;54826;BrYV;;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];;;;;
125;PV156;Hirschfeldia incana;71354;BrYV;;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];;;;;
126;PV157;Lepidium draba;153317;BrYV;;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];;;;;
127;PV158;Rubia peregrina;29801;BrYV;;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];;;;;
128;PV165;Anchusa undulata;256482;BrYV;;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];;;;;
129;PV172;Picris echioides;174463;BrYV;;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];;;;;
130;PV200;Chenopodium album;3559;BrYV;;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];;;;;
131;PV201;Convolvulus arvensis;4123;BrYV;;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];;;;;
132;PV211;Solanum nigrum;4112;BrYV;;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['19/11/15', '10/11/16'];;;;;
133;PV212;Amaranthus sp;;BrYV;;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];;;;;
134;PV213;Carduus bourgeanus;1338475;BrYV;;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];;;;;
135;PV215;Conyza bonariensis;91242;BrYV;;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];;;;;
136;PV217;Datura stramonium;4076;BrYV;;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];;;;;
137;PV269;Teucrium chamaedrys;53176;BrYV;;Wasteland;25 - fallow land;E3;Ambite;-3.196057;40.089637;['1/2/16', '10/11/16'];;;;;
138;PV498;Rubia peregrina;29801;BrYV;;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];;;;;
139;PV505;Hordeum vulgare;4513;BrYV;;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];;;;;
140;PV538;Brassica oleracea;3712;BrYV;;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];;;;;
141;PV544;Sisymbrium runcinatum;2790294;BrYV;;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];;;;;
142;PV553;Rumex pulcher;291098;BrYV;;Crop;21 - field;C2;Aranjuez;-3.599064;40.043193;['1/2/16'];;;;;
143;PV556;Brassica oleracea;3712;BrYV;;Crop;21 - field;C2;Aranjuez;-3.599064;40.043193;['1/2/16'];;;;;
144;PV176;Anacyclus clavatus;99026;BSCTV;U02311;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['24/7/15', '15/7/16'];Curtovirus 3;Geminiviridae;Beet severe curly top virus;ssDNA;700.0
145;PV191;Allium sativum;4682;BSCTV;U02311;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Curtovirus 3;Geminiviridae;Beet severe curly top virus;ssDNA;700.0
146;PV116;Daucus sp;;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
147;PV119;Lactuca serriola;75943;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
148;PV122;Picris echioides;174463;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
149;PV123;Rumex pulcher;291098;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
150;PV128;Vicia sp;;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
151;PV133;Diplotaxis sp;;BWYV;NC_004756;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
152;PV139;Rubia peregrina;29801;BWYV;NC_004756;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['31/3/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
153;PV143;Diplotaxis erucoides;3732;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
154;PV146;Malva sylvestris;145754;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
155;PV149;Silybum marianum;92921;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
156;PV156;Hirschfeldia incana;71354;BWYV;NC_004756;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
157;PV157;Lepidium draba;153317;BWYV;NC_004756;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['21/4/16', '16/4/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
158;PV165;Anchusa undulata;256482;BWYV;NC_004756;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
159;PV172;Picris echioides;174463;BWYV;NC_004756;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['16/7/15', '20/7/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
160;PV196;Amaranthus sp;;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
161;PV197;Anthriscus caucalis;54826;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
162;PV198;Brachypodium retusum;52142;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
163;PV200;Chenopodium album;3559;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
164;PV201;Convolvulus arvensis;4123;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
165;PV202;Conyza bonariensis;91242;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
166;PV206;Lactuca serriola;75943;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
167;PV207;Picris echioides;174463;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
168;PV209;Rumex pulcher;291098;BWYV;NC_004756;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
169;PV210;Cynodon dactylon;28909;BWYV;NC_004756;Edge;62 - field margin;L2;Villaconejos;-3.476462;40.048758;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
170;PV212;Amaranthus sp;;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
171;PV213;Carduus bourgeanus;1338475;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
172;PV214;Convolvulus arvensis;4123;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
173;PV215;Conyza bonariensis;91242;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
174;PV216;Cynodon dactylon;28909;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
175;PV217;Datura stramonium;4076;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
176;PV219;Diplotaxis erucoides;3732;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
177;PV223;Silybum marianum;92921;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
178;PV224;Vicia sp;;BWYV;NC_004756;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['19/11/15', '10/11/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
179;PV225;Cirsium arvense;41550;BWYV;NC_004756;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
180;PV230;Echium vulgare;34253;BWYV;NC_004756;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
181;PV231;Lepidium draba;153317;BWYV;NC_004756;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
182;PV234;Rumex pulcher;291098;BWYV;NC_004756;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
183;PV235;Silybum marianum;92921;BWYV;NC_004756;Edge;62 - field margin;L4;Tielmes;-3.252617;40.245459;['4/11/15', '27/10/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
184;PV464;Rubia peregrina;29801;BWYV;NC_004756;Oak;11 - forest or woodland;Q3;Ambite;-3.205903;40.320294;['31/5/16', '3/5/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
185;PV473;Eryngium campestre;82086;BWYV;NC_004756;Oak;11 - forest or woodland;Q4;Mondéjar;-3.137145;40.345348;['31/5/16', '3/5/17'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
186;PV498;Rubia peregrina;29801;BWYV;NC_004756;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
187;PV538;Brassica oleracea;3712;BWYV;NC_004756;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
188;PV544;Sisymbrium runcinatum;2790294;BWYV;NC_004756;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
189;PV553;Rumex pulcher;291098;BWYV;NC_004756;Crop;21 - field;C2;Aranjuez;-3.599064;40.043193;['1/2/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
190;PV556;Brassica oleracea;3712;BWYV;NC_004756;Crop;21 - field;C2;Aranjuez;-3.599064;40.043193;['1/2/16'];Polerovirus 6;Luteoviridae;Beet western yellows virus;(+)ssRNA;57752.0
191;PV118;Poaceae;4479;BYDV_GAV;NC_004666;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
192;PV127;Torilis nodosa;40891;BYDV_GAV;NC_004666;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
193;PV141;Bromus sp;;BYDV_GAV;NC_004666;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
194;PV489;Hordeum vulgare;4513;BYDV_GAV;NC_004666;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
195;PV491;Hordeum vulgare;4513;BYDV_GAV;NC_004666;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
196;PV503;Hordeum vulgare;4513;BYDV_GAV;NC_004666;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
197;PV505;Hordeum vulgare;4513;BYDV_GAV;NC_004666;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
198;PV529;Picris echioides;174463;BYDV_GAV;NC_004666;Crop;21 - field;Z2;Villamanrique de Tajo;-3.131;40.04472;['24/7/15'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
199;PV534;Diplotaxis erucoides;3732;BYDV_GAV;NC_004666;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
200;PV538;Brassica oleracea;3712;BYDV_GAV;NC_004666;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
201;PV588;Hordeum vulgare;4513;BYDV_GAV;NC_004666;Crop;21 - field;H1;Villaconejos;-3.477574;40.04933;['21/4/16'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
202;PV589;Hordeum vulgare;4513;BYDV_GAV;NC_004666;Crop;21 - field;H1;Villaconejos;-3.477574;40.04933;['21/4/16'];Luteovirus 1;Luteoviridae;Barley yellow dwarf virus - GAV;(+)ssRNA;46864.0
203;PV503;Hordeum vulgare;4513;BYDV_GPV;NC_039035;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 6;Luteoviridae;Barley yellow dwarf virus - GPV;(+)ssRNA;8.0
204;PV489;Hordeum vulgare;4513;BYDV_KerII;NC_021481;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Luteovirus 7;Luteoviridae;Barley yellow dwarf virus Ker-II;(+)ssRNA;142.0
205;PV505;Hordeum vulgare;4513;BYDV_KerII;NC_021481;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 7;Luteoviridae;Barley yellow dwarf virus Ker-II;(+)ssRNA;142.0
206;PV588;Hordeum vulgare;4513;BYDV_KerII;NC_021481;Crop;21 - field;H1;Villaconejos;-3.477574;40.04933;['21/4/16'];Luteovirus 7;Luteoviridae;Barley yellow dwarf virus Ker-II;(+)ssRNA;142.0
207;PV589;Hordeum vulgare;4513;BYDV_KerII;NC_021481;Crop;21 - field;H1;Villaconejos;-3.477574;40.04933;['21/4/16'];Luteovirus 7;Luteoviridae;Barley yellow dwarf virus Ker-II;(+)ssRNA;142.0
208;PV118;Poaceae;4479;BYDV_MAV;NC_003680;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Luteovirus 2;Luteoviridae;Barley yellow dwarf virus - MAV;(+)ssRNA;42058.0
209;PV141;Bromus sp;;BYDV_MAV;NC_003680;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Luteovirus 2;Luteoviridae;Barley yellow dwarf virus - MAV;(+)ssRNA;42058.0
210;PV489;Hordeum vulgare;4513;BYDV_MAV;NC_003680;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Luteovirus 2;Luteoviridae;Barley yellow dwarf virus - MAV;(+)ssRNA;42058.0
211;PV491;Hordeum vulgare;4513;BYDV_MAV;NC_003680;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Luteovirus 2;Luteoviridae;Barley yellow dwarf virus - MAV;(+)ssRNA;42058.0
212;PV501;Bromus sp;;BYDV_MAV;NC_003680;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 2;Luteoviridae;Barley yellow dwarf virus - MAV;(+)ssRNA;42058.0
213;PV503;Hordeum vulgare;4513;BYDV_MAV;NC_003680;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 2;Luteoviridae;Barley yellow dwarf virus - MAV;(+)ssRNA;42058.0
214;PV505;Hordeum vulgare;4513;BYDV_MAV;NC_003680;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 2;Luteoviridae;Barley yellow dwarf virus - MAV;(+)ssRNA;42058.0
215;PV538;Brassica oleracea;3712;BYDV_MAV;NC_003680;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Luteovirus 2;Luteoviridae;Barley yellow dwarf virus - MAV;(+)ssRNA;42058.0
216;PV588;Hordeum vulgare;4513;BYDV_MAV;NC_003680;Crop;21 - field;H1;Villaconejos;-3.477574;40.04933;['21/4/16'];Luteovirus 2;Luteoviridae;Barley yellow dwarf virus - MAV;(+)ssRNA;42058.0
217;PV589;Hordeum vulgare;4513;BYDV_MAV;NC_003680;Crop;21 - field;H1;Villaconejos;-3.477574;40.04933;['21/4/16'];Luteovirus 2;Luteoviridae;Barley yellow dwarf virus - MAV;(+)ssRNA;42058.0
218;PV118;Poaceae;4479;BYDV_PAS;NC_002160;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
219;PV141;Bromus sp;;BYDV_PAS;NC_002160;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
220;PV489;Hordeum vulgare;4513;BYDV_PAS;NC_002160;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
221;PV491;Hordeum vulgare;4513;BYDV_PAS;NC_002160;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
222;PV496;Convolvulus arvensis;4123;BYDV_PAS;NC_002160;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
223;PV503;Hordeum vulgare;4513;BYDV_PAS;NC_002160;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
224;PV505;Hordeum vulgare;4513;BYDV_PAS;NC_002160;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
225;PV527;Convolvulus arvensis;4123;BYDV_PAS;NC_002160;Crop;21 - field;Z2;Villamanrique de Tajo;-3.131;40.04472;['24/7/15'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
226;PV534;Diplotaxis erucoides;3732;BYDV_PAS;NC_002160;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
227;PV553;Rumex pulcher;291098;BYDV_PAS;NC_002160;Crop;21 - field;C2;Aranjuez;-3.599064;40.043193;['1/2/16'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
228;PV573;Trifolium tomentosum;361564;BYDV_PAS;NC_002160;Wasteland;25 - fallow land;E2;San Martín de la Vega;-3.536191;40.234966;['23/5/16', '10/5/17'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
229;PV588;Hordeum vulgare;4513;BYDV_PAS;NC_002160;Crop;21 - field;H1;Villaconejos;-3.477574;40.04933;['21/4/16'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
230;PV589;Hordeum vulgare;4513;BYDV_PAS;NC_002160;Crop;21 - field;H1;Villaconejos;-3.477574;40.04933;['21/4/16'];Luteovirus 3;Luteoviridae;Barley yellow dwarf virus - PAS;(+)ssRNA;30792.0
231;PV115;Bromus sp;;BYDV_PAV;NC_004750;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
232;PV118;Poaceae;4479;BYDV_PAV;NC_004750;Edge;62 - field margin;L1;Aranjuez;-3.34522;40.03184;['31/3/16', '19/4/17'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
233;PV141;Bromus sp;;BYDV_PAV;NC_004750;Edge;62 - field margin;L3;Villamanrique de Tajo;-3.125794;40.050352;['31/3/16', '19/4/17'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
234;PV489;Hordeum vulgare;4513;BYDV_PAV;NC_004750;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
235;PV491;Hordeum vulgare;4513;BYDV_PAV;NC_004750;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
236;PV496;Convolvulus arvensis;4123;BYDV_PAV;NC_004750;Crop;21 - field;H2;Villamanrique de Tajo;-3.214026;40.085899;['21/4/16'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
237;PV501;Bromus sp;;BYDV_PAV;NC_004750;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
238;PV503;Hordeum vulgare;4513;BYDV_PAV;NC_004750;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
239;PV505;Hordeum vulgare;4513;BYDV_PAV;NC_004750;Crop;21 - field;H3;Tielmes;-3.253943;40.245852;['21/4/16'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
240;PV527;Convolvulus arvensis;4123;BYDV_PAV;NC_004750;Crop;21 - field;Z2;Villamanrique de Tajo;-3.131;40.04472;['24/7/15'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
241;PV529;Picris echioides;174463;BYDV_PAV;NC_004750;Crop;21 - field;Z2;Villamanrique de Tajo;-3.131;40.04472;['24/7/15'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
242;PV534;Diplotaxis erucoides;3732;BYDV_PAV;NC_004750;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
243;PV538;Brassica oleracea;3712;BYDV_PAV;NC_004750;Crop;21 - field;C1;Aranjuez;-3.593308;40.051302;['1/2/16'];Luteovirus 4;Luteoviridae;Barley yellow dwarf virus - PAV;(+)ssRNA;131212.0
